category,gender,product_url,product_name,brand,price,discounted_price,price_tier,combined_tier,image_url,source_platform,local_image_path,price_numeric,price_category
Shoes,Women,https://culture-circle.com/products/all/ferragamo-era-patent-leather-mules-yellow-womens,Ferragamo Era Patent Leather Mules Yellow (Women's),Ferragamo,86999.0,54109.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Era-Patent-Leather-Mules-Yellow-Womens.jpg,Culture Circle,ferragamo-era-patent-leather-mules-yellow-womens-ferragamo.jpg,86999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/ferragamo-elina-105mm-nappa-leather-sandals-black-womens,Ferragamo Elina 105mm Nappa Leather Sandals Black (Women's),Ferragamo,130999.0,81409.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Elina-105mm-Nappa-Leather-Sandals-Black-Womens.jpg,Culture Circle,ferragamo-elina-105mm-nappa-leather-sandals-black-womens-ferragamo.jpg,130999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/ferragamo-metallic-glitter-sandals-gray-womens,Ferragamo Metallic Glitter Sandals Gray (Women's),Ferragamo,96999.0,60159.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Eva-X5-Pantent-Leather-Pumps-White-Womens.jpg,Culture Circle,ferragamo-metallic-glitter-sandals-gray-womens-ferragamo.jpg,96999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/ferragamo-carla-70-pumps-purple-womens,Ferragamo Carla 70 Pumps Purple (Women's),Ferragamo,79999.0,49539.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Carla-70-Pumps-Purple-Womens.jpg,Culture Circle,ferragamo-carla-70-pumps-purple-womens-ferragamo.jpg,79999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/ferragamo-open-toe-sandals-neutrals-womens,Ferragamo Open Toe Sandals Neutrals (Women's),Ferragamo,152999.0,95359.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Open-Toe-Sandals-Neutrals-Womens.jpg,Culture Circle,ferragamo-open-toe-sandals-neutrals-womens-ferragamo.jpg,152999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/balenciaga-witch-110mm-booties-black-sheepskin-womens,Balenciaga Witch 110mm Booties Black Sheepskin (Women's),Balenciaga,251999.0,157229.0,expensive,expensive,https://images.stockx.com/images/Balenciaga-Witch-110mm-Booties-Black-Sheepskin-Womens.jpg,Culture Circle,balenciaga-witch-110mm-booties-black-sheepskin-womens-balenciaga.jpg,251999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/versace-medusa-aevitas-satin-pumps-bright-pink-womens,Versace Medusa Aevitas Satin Pumps Bright Pink (Women's),Versace,87999.0,54849.0,expensive,expensive,https://images.stockx.com/images/Versace-Medusa-Aevitas-Satin-Pumps-Bright-Pink-Womens.jpg,Culture Circle,versace-medusa-aevitas-satin-pumps-bright-pink-womens-versace.jpg,87999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/balmain-moneta-leather-ankle-boots-black-womens,Balmain Moneta Leather Ankle Boots Black (Women's),Balmain,520999.0,325559.0,expensive,expensive,https://images.stockx.com/images/Balmain-Moneta-Leather-Ankle-Boots-Black-Womens.jpg,Culture Circle,balmain-moneta-leather-ankle-boots-black-womens-balmain.jpg,520999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/ferragamo-ilary-70mm-pumps-beige-khaki-womens,Ferragamo Ilary 70mm Pumps Beige Khaki (Women's),Ferragamo,79999.0,49539.0,expensive,expensive,https://images.stockx.com/images/Ferragamo-Ilary-70mm-Pumps-Beige-Khaki-Womens.jpg,Culture Circle,ferragamo-ilary-70mm-pumps-beige-khaki-womens-ferragamo.jpg,79999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/valentino-v-logo-signature-sandal-brown-womens,Valentino V Logo Signature Sandal Brown (Women's),Valentino,131999.0,82019.0,expensive,expensive,https://images.stockx.com/images/Valentino-V-Logo-Signature-Sandal-Brown-Womens.jpg,Culture Circle,valentino-v-logo-signature-sandal-brown-womens-valentino.jpg,131999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-inflamovida-mule-130-black-womens,Christian Louboutin Inflamovida Mule 130 Black (Women's),Christian,121999.0,75969.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Inflamovida-Mule-130-Black-Womens.jpg,Culture Circle,christian-louboutin-inflamovida-mule-130-black-womens-christian.jpg,121999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/saint-laurent-marylin-pump-purple-satin,Saint Laurent Marylin Pump Purple Satin,Saint,114999.0,71649.0,expensive,expensive,https://images.stockx.com/images/Saint-Laurent-Marylin-Pump-Purple-Satin.jpg,Culture Circle,saint-laurent-marylin-pump-purple-satin-saint.jpg,114999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/saint-laurent-marylin-pump-electric-blue-satin,Saint Laurent Marylin Pump Electric Blue Satin,Saint,114999.0,71649.0,expensive,expensive,https://images.stockx.com/images/Saint-Laurent-Marylin-Pump-Electric-Blue-Satin.jpg,Culture Circle,saint-laurent-marylin-pump-electric-blue-satin-saint.jpg,114999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/versace-bright-crystal-pour-femme-parfum,Versace bright crystal pour femme parfum,Versace,14999.0,9139.0,expensive,expensive,https://culture-circle.com/assets/imagefallback.png,Culture Circle,versace-bright-crystal-pour-femme-parfum-versace.jpg,14999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/versace-aevitas-160mm-pointy-platform-pumps-light-pink-satin,Versace Aevitas 160mm Pointy Platform Pumps Light Pink Satin,Versace,53999.0,33609.0,expensive,expensive,https://images.stockx.com/images/Versace-Aevitas-160mm-Pointy-Platform-Pumps-Light-Pink-Satin.jpg,Culture Circle,versace-aevitas-160mm-pointy-platform-pumps-light-pink-satin-versace.jpg,53999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-iriza-100mm-pump-nude-patent-leather,Christian Louboutin Iriza 100mm Pump Nude Patent Leather,Christian,217999.0,135989.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Iriza-100mm-Pump-Nude-Patent-Leather.jpg,Culture Circle,christian-louboutin-iriza-100mm-pump-nude-patent-leather-christian.jpg,217999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-iriza-85mm-pump-black-patent-leather,Christian Louboutin Iriza 85mm Pump Black Patent Leather,Christian,255999.0,159699.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Iriza-85mm-Pump-Black-Patent-Leather.jpg,Culture Circle,christian-louboutin-iriza-85mm-pump-black-patent-leather-christian.jpg,255999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-iriza-85mm-pump-nude-patent-leather,Christian Louboutin Iriza 85mm Pump Nude Patent Leather,Christian,211999.0,132289.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Iriza-85mm-Pump-Nude-Patent-Leather.jpg,Culture Circle,christian-louboutin-iriza-85mm-pump-nude-patent-leather-christian.jpg,211999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-new-very-prive-120-pump-black-patent-leather,Christian Louboutin New Very Prive 120 Pump Black Patent Leather,Christian,176999.0,110179.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-New-Very-Prive-120-Pump-Black-Patent-Leather.jpg,Culture Circle,christian-louboutin-new-very-prive-120-pump-black-patent-lea-christian.jpg,176999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-kate-100mm-pump-nude-nappa-shiny-leather,Christian Louboutin Kate 100mm Pump Nude Nappa Shiny Leather,Christian,236999.0,147969.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Kate-100mm-Pump-Nude-Nappa-Shiny-Leather.jpg,Culture Circle,christian-louboutin-kate-100mm-pump-nude-nappa-shiny-leather-christian.jpg,236999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/christian-louboutin-pigalle-follies-100mm-pump-nude-patent-leather,Christian Louboutin Pigalle Follies 100mm Pump Nude Patent Leather,Christian,176999.0,110299.0,expensive,expensive,https://images.stockx.com/images/Christian-Louboutin-Pigalle-Follies-100mm-Pump-Nude-Patent-Leather-V2.jpg,Culture Circle,christian-louboutin-pigalle-follies-100mm-pump-nude-patent-l-christian.jpg,176999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-white-rainbow,Alexander McQueen Wmns Oversized Sneaker 'White Rainbow',Alexander,91999.0,57500.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/04-04-2025-060804-goalalmcwmovsnwhrashwh_photo1.png,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-white-rainbow-alexander.jpg,91999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-white-clay-croc,Alexander McQueen Wmns Oversized Sneaker 'White Clay Croc',Alexander,89999.0,55646.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746865954_718233_WIEE6_8742_png.png?v=1746865954,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-white-clay-croc-alexander.jpg,89999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-stone,Alexander McQueen Wmns Oversized Sneaker 'Stone',Alexander,51999.0,32174.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746777368_676703_W4T51_1602_png.png?v=1746777368,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-stone-alexander.jpg,51999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/balenciaga-x-adidas-wmns-triple-s-sneaker-white-red,Balenciaga x Adidas Wmns Triple S Sneaker 'White Red',Balenciaga,110999.0,69308.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/04-04-2025-093038-goadbaxadwmtrssnwhreshwh_photo1.png,Culture Circle,balenciaga-x-adidas-wmns-triple-s-sneaker-white-red-balenciaga.jpg,110999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-rose-gold-glitter,Alexander McQueen Wmns Oversized Sneaker 'Rose Gold Glitter',Alexander,95999.0,59975.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746778152_goalalmcwmovsnrogoglshgo_photo1.png?v=1746778153,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-rose-gold-glitter-alexander.jpg,95999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneakers-white-fluo-pink,Alexander Mcqueen Wmns Oversized Sneakers 'White Fluo Pink',Alexander,121999.0,75725.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746877392_697600_WIBNI_9757_png.png?v=1746877393,Culture Circle,alexander-mcqueen-wmns-oversized-sneakers-white-fluo-pink-alexander.jpg,121999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-runner-sneaker-white-flamingo-pink,Alexander McQueen Wmns Runner Sneaker 'White Flamingo Pink',Alexander,97999.0,61109.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746877522_533710_WHT99_9374_png.png?v=1746877524,Culture Circle,alexander-mcqueen-wmns-runner-sneaker-white-flamingo-pink-alexander.jpg,97999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/valentino-wmns-open-skate-sneaker-white-pink,Valentino Wmns Open Skate Sneaker 'White Pink',Valentino,110999.0,69344.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/04-04-2025-102854-govavawmopsksnwhpishwh_photo1.png,Culture Circle,valentino-wmns-open-skate-sneaker-white-pink-valentino.jpg,110999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-rose-quartz,Alexander McQueen Wmns Oversized Sneaker 'Rose Quartz',Alexander,103999.0,64403.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746781717_650775_WHZ9A_6806_png.png?v=1746781718,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-rose-quartz-alexander.jpg,103999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/valentino-wmns-ready-go-runner-grey-bright-pink,Valentino Wmns Ready Go Runner 'Grey Bright Pink',Valentino,99999.0,62036.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1747299513_govavawmregorugrbrpishpi_photo1.png?v=1747299515,Culture Circle,valentino-wmns-ready-go-runner-grey-bright-pink-valentino.jpg,99999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-lavender-glitter,Alexander McQueen Wmns Oversized Sneaker 'Lavender Glitter',Alexander,75999.0,47411.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1747118085_558944_W4NW1_5046_png.png?v=1747118086,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-lavender-glitter-alexander.jpg,75999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-white-rose,Alexander McQueen Wmns Oversized Sneaker 'White Rose',Alexander,130999.0,81386.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746783639_611698_WHXMA_9397_png.png?v=1746783640,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-white-rose-alexander.jpg,130999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-sneaker-peony-pink,Alexander McQueen Wmns Oversized Sneaker 'Peony Pink',Alexander,87999.0,54827.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746783855_553770_WHGP5_6892_png.png?v=1746783856,Culture Circle,alexander-mcqueen-wmns-oversized-sneaker-peony-pink-alexander.jpg,87999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/prada-wmns-americas-cup-red,Prada Wmns America's Cup 'Red',Prada,141999.0,88595.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746772850_3E6420_ASZ_F0011_png.png?v=1746772850,Culture Circle,prada-wmns-americas-cup-red-prada.jpg,141999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/wmns-cloudswift-3-ad-savannah-ice,Wmns Cloudswift 3 AD 'Savannah Ice',Wmns,28999.0,17864.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/04-04-2025-084224-goonwmcl3adsaicshta_photo1.png,Culture Circle,wmns-cloudswift-3-ad-savannah-ice-wmns.jpg,28999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/wmns-cloud-5-push-ivory-blossom,Wmns Cloud 5 Push 'Ivory Blossom',Wmns,39999.0,24866.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/69_97998_png.png?v=1746719829,Culture Circle,wmns-cloud-5-push-ivory-blossom-wmns.jpg,39999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/wmns-cloud-5-push-fiji-rose,Wmns Cloud 5 Push 'Fiji Rose',Wmns,36999.0,23111.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/04-04-2025-062005-goonwmcl5pufiroshpi_photo1.png,Culture Circle,wmns-cloud-5-push-fiji-rose-wmns.jpg,36999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/amiri-wmns-ma-1-pink,Amiri Wmns MA-1 'Pink',Amiri,109999.0,68309.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1747300852_SS23WFS012_651_png.png?v=1747300853,Culture Circle,amiri-wmns-ma1-pink-amiri.jpg,109999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/amiri-wmns-bone-runner-pink,Amiri Wmns Bone Runner 'Pink',Amiri,105999.0,65942.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746947007_PS24WFS009_651_png.png?v=1746947008,Culture Circle,amiri-wmns-bone-runner-pink-amiri.jpg,105999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-oversized-court-trainer-degrade-pastel-pink,Alexander McQueen Wmns Oversized Court Trainer 'Degrade - Pastel Pink',Alexander,71999.0,44531.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746866738_1132731_00_png.png?v=1746866739,Culture Circle,alexander-mcqueen-wmns-oversized-court-trainer-degrade-paste-alexander.jpg,71999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/wmns-magic-basket-low-icona-white-antler-godiwmmabaloicwhanshwh_g_501_178737_c9867,Wmns Magic Basket Low Icona 'White Antler',Wmns,30999.0,19205.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746776019_501_178737_C9867_png.png?v=1746776019,Culture Circle,wmns-magic-basket-low-icona-white-antler-wmns.jpg,30999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/amiri-wmns-ma-1-white-pink,Amiri Wmns MA-1 'White Pink',Amiri,90999.0,56267.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746778430_PS24WFS016_651_png.png?v=1746778431,Culture Circle,amiri-wmns-ma1-white-pink-amiri.jpg,90999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/amiri-wmns-ma-1-white-aqua,Amiri Wmns MA-1 'White Aqua',Amiri,106999.0,66869.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746776990_PF23WFS007_517_png.png?v=1746776991,Culture Circle,amiri-wmns-ma1-white-aqua-amiri.jpg,106999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/golden-goose-wmns-superstar-black-croc-glitter,Golden Goose Wmns Superstar 'Black Croc Glitter',Golden,109999.0,68723.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1746779390_GWF00102_F004775_11551_png.png?v=1746779390,Culture Circle,golden-goose-wmns-superstar-black-croc-glitter-golden.jpg,109999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-court-trainer-white-paris-blue-purple,Alexander McQueen Wmns Court Trainer 'White Paris Blue Purple',Alexander,111999.0,69551.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/31-03-2025-182350-goalalmcwmcotrwhpabllishwh_photo1.png,Culture Circle,alexander-mcqueen-wmns-court-trainer-white-paris-blue-purple-alexander.jpg,111999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/golden-goose-wmns-running-sole-white-silver,Golden Goose Wmns Running Sole 'White Silver',Golden,136999.0,85607.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1747281873_GWF00215_F002561_10911_png.png?v=1747281874,Culture Circle,golden-goose-wmns-running-sole-white-silver-golden.jpg,136999.0,Luxury
Shoes,Women,https://culture-circle.com/products/all/alexander-mcqueen-wmns-tread-slick-lace-up-white-fluorescent-yellow,Alexander McQueen Wmns Tread Slick Lace Up 'White Fluorescent Yellow',Alexander,98999.0,61721.0,expensive,expensive,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/1747307205_657578_W4L3P_9230_png.png?v=1747307206,Culture Circle,alexander-mcqueen-wmns-tread-slick-lace-up-white-fluorescent-alexander.jpg,98999.0,Luxury
